Return Order No,Cust Return Created Date,JioCode,SELLER_SKU,EAN,Category,Brand,Return QTY,Return Value,Return Reason,Return Sub reason,Return type,Listing Name,Image URL
RT101830980,Thu Mar 09 14:12:42 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1183,Did not like the product,Does not look good on me,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT101319846,Thu Mar 09 13:02:28 IST 2023,4.62462E+11,LWWC16176104,8.90537E+12,Home & Kitchen-Stationery & Organisers,LEATHER WORLD,1,641,Others,Others,Self Ship Without Shipping Charge,Unisex 8 Slots Watch Organiser Box,https://assets.ajio.com/medias/sys_master/root/20220530/rKS9/6294acd9f997dd03e245bda0/-462462229-blue-MODEL.jpg
RT101842235,Thu Mar 09 12:26:21 IST 2023,4.62389E+11,LWBP19203067,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1069,Defective/Damage Product received,Received damaged,RVP,Textured Everyday Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/U1Qt/6294ac62f997dd03e245b05f/-462389205-brown-MODEL.jpg
RT101818748,Thu Mar 09 11:36:47 IST 2023,4.62591E+11,LWOB2021004,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Did not like the product,Does not look good on me,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT101805315,Wed Mar 08 23:30:49 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Not happy with product quality,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT101802027,Wed Mar 08 20:51:05 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,2,1069,Did not like the product,Not happy with product quality,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT101782554,Wed Mar 08 20:42:13 IST 2023,4.62504E+11,LWBP20213026,8.90537E+12,Men-Backpacks,FLY FASHION,1,916,Defective/Damage Product received,Product torn worn out,RVP,Colourblock Laptop Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/NnmE/6294acb3aeb26921aff3485b/-462504189-black-MODEL.jpg
RT101782554,Wed Mar 08 20:42:13 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Defective/Damage Product received,Color faded washed out,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT101679595,Tue Mar 07 23:34:05 IST 2023,4.62591E+11,LWOB2021004,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Did not like the product,Does not look good on me,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT101680358,Tue Mar 07 21:25:36 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT101674379,Tue Mar 07 20:59:16 IST 2023,4.62314E+11,LWOB16171123,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1184,Others,Found better price elsewhere,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/307S/6294ac1aaeb26921aff33476/-462314261-black-MODEL.jpg
RT101562536,Tue Mar 07 10:36:05 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,794,Wrong Item Shipped,Wrong color delivered,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT101557681,Tue Mar 07 10:00:37 IST 2023,4.62591E+11,LWOB2021004,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Did not like the product,Not happy with product quality,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT101564320,Tue Mar 07 09:06:03 IST 2023,4.6252E+11,LWBP20213016,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,475,Size/Colour Issue,Size is smaller than expected,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/HXVI/6294ac88f997dd03e245b4d7/-462519756-black-MODEL.jpg
RT101540912,Tue Mar 07 07:50:38 IST 2023,4.62418E+11,LWOB19201072,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,848,Did not like the product,Not happy with product quality,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/R4lD/6294ac3cf997dd03e245aafa/-462418315-brown-MODEL.jpg
RT101508940,Mon Mar 06 22:23:16 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Did not like the product,Did not like color,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT101486646,Mon Mar 06 19:30:30 IST 2023,4.6234E+11,LWDB16174097,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,916,Others,Found better price elsewhere,RVP,Duffel Bag with Shoulder Strap,https://assets.ajio.com/medias/sys_master/root/20220530/GbHJ/6294ac2daeb26921aff33743/-462339780-brown-MODEL.jpg
RT101453767,Mon Mar 06 15:11:08 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Did not like the product,Not happy with product quality,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT101405204,Sun Mar 05 17:22:27 IST 2023,4.62591E+11,LWOB2021004,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Did not like the product,Does not look good on me,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT101393369,Sun Mar 05 16:28:18 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Size/Colour Issue,Want to change style color,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT101386496,Sun Mar 05 15:55:50 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT101378593,Sun Mar 05 14:49:31 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Does not look good on me,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT101347671,Sun Mar 05 11:11:55 IST 2023,4.6252E+11,LWBP20213011,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,519,Did not like the product,Not happy with product quality,RVP,Textured Classic Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/HDcb/6294acf2f997dd03e245c08c/-462519833-silver-MODEL.jpg
RT100847932,Sat Mar 04 21:10:45 IST 2023,4.62329E+11,LWOB16171120,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1039,Others,Wrong color delivered,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20220530/L7Dv/6294ac36f997dd03e245aa26/-462329286-black-MODEL.jpg
RT101333229,Sat Mar 04 21:01:24 IST 2023,4.62591E+11,LWOB202103,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Did not like the product,Does not look good on me,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT101280900,Sat Mar 04 17:48:42 IST 2023,4.62588E+11,FLYOB202102,8.90547E+12,Men-Laptop Bags,FLY FASHION,1,572,Did not like the product,Not happy with product quality,RVP,Laptop Messsenger Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/1taB/6294ac8caeb26921aff34377/-462587952-grey-MODEL.jpg
RT101262960,Sat Mar 04 14:15:34 IST 2023,4.63085E+11,LWDB214103,8.90547E+12,Men-Sports & Utility Bag,LEATHER WORLD,1,985,Did not like the product,Does not look good on me,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT101280318,Sat Mar 04 13:50:31 IST 2023,4.62389E+11,LWBP19203082,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Did not like the product,Not happy with product quality,RVP,Textured Back Pack Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/n0fv/6294ac2daeb26921aff33741/-462389013-black-MODEL.jpg
RT101262856,Sat Mar 04 13:35:39 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1183,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT101273418,Sat Mar 04 12:57:34 IST 2023,4.62504E+11,LWBP20213001,8.90537E+12,Men-Backpacks,FLY FASHION,1,1050,Wrong Item Shipped ,Different product delivered,RVP,Textured Laptop Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/K5h8/6294ac73aeb26921aff34068/-462504137-silver-MODEL.jpg
RT101221086,Fri Mar 03 17:51:51 IST 2023,4.63085E+11,LWDB214103,8.90547E+12,Men-Sports & Utility Bag,LEATHER WORLD,1,985,Size/Colour Issue,Size is smaller than expected,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT101144581,Fri Mar 03 09:14:29 IST 2023,4.62329E+11,LWOB16171120,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1039,Size/Colour Issue,Size is smaller than expected,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20220530/L7Dv/6294ac36f997dd03e245aa26/-462329286-black-MODEL.jpg
RT101147402,Fri Mar 03 07:38:17 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT101139599,Fri Mar 03 07:27:40 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,794,Size/Colour Issue,Size is larger than expected,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT101132320,Thu Mar 02 21:53:47 IST 2023,4.62329E+11,LWOB16171120,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1039,Defective/Damage Product received,Received defective merchandise,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20220530/L7Dv/6294ac36f997dd03e245aa26/-462329286-black-MODEL.jpg
RT101076340,Thu Mar 02 15:04:15 IST 2023,4.62291E+11,LWSB20213019,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,493,Did not like the product,Does not look good on me,RVP,Textured Sling Bag with Metal Accent,https://assets.ajio.com/medias/sys_master/root/20220530/aybC/6294ac27aeb26921aff33652/-462291061-brown-MODEL.jpg
RT101071074,Thu Mar 02 11:48:52 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,733,Received Defective Merchandise,Received defective merchandise,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT101061251,Thu Mar 02 11:13:50 IST 2023,4.62389E+11,LWBP19203084,8.90537E+12,Men-Backpacks,LEATHER WORLD,1,1008,Size/Colour Issue,Want to change style color,RVP,Textured Back Pack with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/dmRi/6294ac49f997dd03e245acd4/-462389200-multi-MODEL.jpg
RT101050367,Thu Mar 02 10:41:13 IST 2023,4.62364E+11,LWDB19204061,8.90537E+12,Men-Travel Bags,LEATHER WORLD,2,2291,Size/Colour Issue,Size is smaller than expected,RVP,Textured Travel Bag,https://assets.ajio.com/medias/sys_master/root/20220530/2vJH/6294ac28f997dd03e245a80b/-462364273-brown-MODEL.jpg
RT101056231,Thu Mar 02 10:18:03 IST 2023,4.63085E+11,LWDB214103,8.90547E+12,Men-Sports & Utility Bag,LEATHER WORLD,1,985,Wrong Item Shipped ,Different product delivered,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT101038607,Thu Mar 02 09:34:46 IST 2023,4.63085E+11,LWDB214103,8.90547E+12,Men-Sports & Utility Bag,LEATHER WORLD,1,985,Defective/Damage Product received,Received damaged,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT100958497,Wed Mar 01 15:28:14 IST 2023,4.62309E+11,LWDB16174096,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1123,Others,Product not required anymore,RVP,Travel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/2DMV/6294ac00aeb26921aff3309c/-462308805-blue-MODEL.jpg
RT100962320,Wed Mar 01 15:11:49 IST 2023,4.62588E+11,FLYOB202102,8.90547E+12,Men-Laptop Bags,FLY FASHION,1,572,Wrong Item Shipped ,Different product delivered,RVP,Laptop Messsenger Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/1taB/6294ac8caeb26921aff34377/-462587952-grey-MODEL.jpg
RT100943661,Wed Mar 01 14:37:46 IST 2023,4.62451E+11,LWTP202102,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Size/Colour Issue,Want to change style color,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/xB7x/6294ac5cf997dd03e245af9a/-462451177-brown-MODEL.jpg
RT100950117,Wed Mar 01 11:12:50 IST 2023,4.62329E+11,LWOB16171120,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1039,Others,Bad experience,RVP,Textured Laptop Bag,https://assets.ajio.com/medias/sys_master/root/20220530/L7Dv/6294ac36f997dd03e245aa26/-462329286-black-MODEL.jpg
RT100932449,Wed Mar 01 10:21:52 IST 2023,4.62588E+11,FLYOB202102,8.90547E+12,Men-Laptop Bags,FLY FASHION,1,572,Size/Colour Issue,Want to change style color,RVP,Laptop Messsenger Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/1taB/6294ac8caeb26921aff34377/-462587952-grey-MODEL.jpg
RT100928550,Wed Mar 01 09:54:19 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,794,Size/Colour Issue,Size is larger than expected,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
RT100888773,Tue Feb 28 22:35:46 IST 2023,4.62504E+11,LWBP20213001,8.90537E+12,Men-Backpacks,FLY FASHION,1,1050,Wrong Item Shipped ,Product not as displayed on website,RVP,Textured Laptop Back Pack,https://assets.ajio.com/medias/sys_master/root/20220530/K5h8/6294ac73aeb26921aff34068/-462504137-silver-MODEL.jpg
RT100851473,Tue Feb 28 13:11:56 IST 2023,4.63085E+11,LWDB214103,8.90547E+12,Men-Sports & Utility Bag,LEATHER WORLD,1,985,Size/Colour Issue,Size is larger than expected,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT100830804,Tue Feb 28 11:18:35 IST 2023,4.62389E+11,FLYBP2101,8.90537E+12,Men-Backpacks,FLY FASHION,1,649,Others,Found better price elsewhere,RVP,Everyday Backpack with Branding,https://assets.ajio.com/medias/sys_master/root/20220530/3OG3/6294acaef997dd03e245b9ba/-462389282-blue-MODEL.jpg
RT100826485,Tue Feb 28 02:48:37 IST 2023,4.62364E+11,LWDB19204061,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1146,Defective/Damage Product received,Product torn worn out,RVP,Textured Travel Bag,https://assets.ajio.com/medias/sys_master/root/20220530/2vJH/6294ac28f997dd03e245a80b/-462364273-brown-MODEL.jpg
RT100822205,Mon Feb 27 21:38:21 IST 2023,4.62423E+11,LWOB19201083,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,882,Wrong Item Shipped ,Wrong color delivered,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/aJIP/6294ac86aeb26921aff342c7/-462422847-brown-MODEL.jpg
RT100781642,Mon Feb 27 21:35:32 IST 2023,4.62364E+11,LWDB16174099,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,366,Size/Colour Issue,Want to change style color,RVP,Textured Overnighter Bag,https://assets.ajio.com/medias/sys_master/root/20220530/0DHa/6294ac3aaeb26921aff3391d/-462364178-brown-MODEL.jpg
RT100781378,Mon Feb 27 19:49:49 IST 2023,4.6252E+11,LWBP20213012,8.90537E+12,Men-Fashion Bags,FLY FASHION,1,519,Did not like the product,Does not look good on me,RVP,Classic Sling Bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/8kmV/6294acb3aeb26921aff34861/-462519874-grey-MODEL.jpg
RT100764339,Mon Feb 27 18:18:32 IST 2023,4.62317E+11,LWDB16174098,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,534,Size/Colour Issue,Size is smaller than expected,RVP,Textured Overnighter with Adjustable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/6Zq7/6294ac13aeb26921aff33389/-462316625-brown-MODEL.jpg
RT100752651,Mon Feb 27 17:26:19 IST 2023,4.62278E+11,LWSB20213016,8.90537E+12,Men-Fashion Bags,LEATHER WORLD,1,420,Did not like the product,Not happy with product quality,RVP,Flapover Sling Bag,https://assets.ajio.com/medias/sys_master/root/20220530/xhtT/6294abf9aeb26921aff32f72/-462278005-brown-MODEL.jpg
RT100723960,Mon Feb 27 15:04:38 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Does not look good on me,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT100735519,Mon Feb 27 14:28:01 IST 2023,4.62364E+11,LWDB16174099,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,366,Defective/Damage Product received,Received damaged,RVP,Textured Overnighter Bag,https://assets.ajio.com/medias/sys_master/root/20220530/0DHa/6294ac3aaeb26921aff3391d/-462364178-brown-MODEL.jpg
RT100725682,Mon Feb 27 13:40:48 IST 2023,4.62591E+11,LWOB202103,8.90547E+12,Men-Laptop Bags,LEATHER WORLD,1,1176,Did not like the product,Not happy with product quality,RVP,Messenger bag with Zip Closure,https://assets.ajio.com/medias/sys_master/root/20220530/Hwpd/6294acd1aeb26921aff34b54/-462590633-brown-MODEL.jpg
RT100735390,Mon Feb 27 13:38:09 IST 2023,4.65631E+11,LWHK2207,8.90574E+12,Men-Backpacks,LEATHER WORLD,1,581,Did not like the product,Did not like color,RVP,Typographic Print Hiking Back Pack,https://assets.ajio.com/medias/sys_master/root/20230120/5Jhx/63c9af66aeb269c651ec6d76/-465631157-black-MODEL.jpg
RT100702595,Mon Feb 27 03:54:25 IST 2023,4.62451E+11,LWTP202102,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Defective/Damage Product received,Received defective merchandise,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/xB7x/6294ac5cf997dd03e245af9a/-462451177-brown-MODEL.jpg
RT100676858,Sun Feb 26 20:04:52 IST 2023,4.62314E+11,LWOB16171124,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1183,Did not like the product,Not happy with product quality,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/7GGs/6294ac0ff997dd03e245a445/-462314114-brown-MODEL.jpg
RT100686336,Sun Feb 26 17:52:34 IST 2023,4.6233E+11,LWDB16174014,8.90537E+12,Men-Travel Bags,LEATHER WORLD,1,1123,Defective/Damage Product received,Received damaged,RVP,Colourblock Travel Bag,https://assets.ajio.com/medias/sys_master/root/20220530/nSlc/6294aca8f997dd03e245b907/-462329704-blue-MODEL.jpg
RT100685008,Sun Feb 26 15:09:20 IST 2023,4.63085E+11,LWDB214103,8.90547E+12,Men-Sports & Utility Bag,LEATHER WORLD,1,985,Did not like the product,Did not like color,RVP,Colourblock Duffel Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ba2q/6294acd9f997dd03e245bda1/-463084566-green-MODEL.jpg
RT100671178,Sun Feb 26 13:35:06 IST 2023,4.62418E+11,LWOB19201079,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,1310,Defective/Damage Product received,Received defective merchandise,RVP,Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/VUkz/6294ac5aaeb26921aff33da1/-462418269-brown-MODEL.jpg
RT100664247,Sun Feb 26 13:05:05 IST 2023,4.62451E+11,LWTP202102,8.90537E+12,Men-Utility Bags,LEATHER WORLD,1,458,Size/Colour Issue,Want to change style color,RVP,Textured Toiletry Pouch,https://assets.ajio.com/medias/sys_master/root/20220530/xB7x/6294ac5cf997dd03e245af9a/-462451177-brown-MODEL.jpg
RT100660135,Sun Feb 26 11:48:59 IST 2023,4.62314E+11,LWOB16171149,8.90537E+12,Men-Laptop Bags,LEATHER WORLD,1,825,Others,Found better product,RVP,Textured Laptop Bag with Detachable Strap,https://assets.ajio.com/medias/sys_master/root/20220530/ZlI3/6294ac41aeb26921aff33a05/-462314346-brown-MODEL.jpg
